"job_id","company","job_title","job_description","responsibilities","required_skills","job_qualification","job_salary","judge_model","mean_score","score_pedagogy","score_audience","score_ai_relevance","score_responsible_ai","score_cross_sector_context","score_overall_fit","ai_pedagogy_related","confidence","rationale"
"25","Saronic Technologies, Inc","Instructional Designer","Proficiency in producing digital learning experiences using authoring tools, including Articulate Storyline, Adobe Captivate, Camtasia, etc. Proficiency in designing and delivering instructor-led training Strong digital design skills using tools including the Adobe Creative Suite, Figma, HTML, etc. Advanced knowledge of data evaluation and assessments Strong project management and organization skills","","Proficiency in producing digital learning experiences using authoring tools, including Articulate Storyline, Adobe Captivate, Camtasia, etc. Proficiency in designing and delivering instructor-led training Strong digital design skills using tools including the Adobe Creative Suite, Figma, HTML, etc. Experience producing and delivering training in corporate and manufacturing environments Experience with designing, producing, and delivering training in AR/VR formats Experience administering training in a Learning Management System (LMS). Experience with Cornerstone preferred Excellent communication, presentation, and leadership skills","bachelor's's Degree in instructional design, education, or a related field.  master's  Degree is preferred Experience producing and delivering training in corporate and manufacturing environments","Competitive Salary: Industry-standard salaries with opportunities for performance-based bonuses","olmo","0.0","","","","","","","False","0.0",""
"26","Cvent","Instructional Designer","Our Culture and Impact Cvent is a leading meetings, events, and hospitality technology provider with more than 5,000+ employees and 24,000+ customers worldwide, including 60% of the Fortune 500. Founded in 1999, Cvent delivers a comprehensive event marketing and management platform for marketers and event professionals and offers software solutions to hotels, special event venues and destinations to help them grow their group/MICE and corporate travel business. Our technology brings millions of people together at events around the world. In short, we’re transforming the meetings and events industry through innovative technology that powers the human connection. Cvent's strength lies in its people, fostering a culture where everyone is encouraged to think like entrepreneurs, taking risks and making decisions confidently. We value diverse perspectives and celebrate differences, working together with colleagues and clients to build strong connections. AI at Cvent: Leading the Future Are you ready to shape the future of work at the intersection of human expertise and AI innovation? At Cvent, we’re committed to continuous learning and adaptation—AI isn’t just a tool for us, it  part of our DNA. We’re looking for candidates who are eager to evolve alongside technology. If you love to experiment boldly, share your discoveries, and help define best practices for AI-augmented work, you’ll thrive here. Our team values professionals who thoughtfully integrate AI into their daily work, delivering exceptional results while relying on the human judgment and creativity that drive real innovation. Throughout our interview process, you’ll have the chance to demonstrate how you use AI to learn, iterate, and amplify your impact. If you’re excited to be part of a team that  leading the way in AI-powered collaboration, we’d love to meet you. We’re looking for an experienced and enthusiastic Instructional Designer to join our Cvent Client Services Learning & Development team. This role will support learning programs and Cvent  customer training designs – including videos, in-app microlearning, eLearning, and more. You’ll collaborate with cross-functional, global teams to create high-impact, scalable training for Cvent customers, leveraging AI and design authoring tools, learning analytics, and innovative methodologies. This role is ideal for someone who thrives in a fast-paced tech environment, is passionate about creating engaging learning designs for customer audiences, and has excellent organizational and project management skills. This role will report to the Manager, Instructional Design, Learning & Development.","Coordinate customer learning programs with a demonstrated ability to manage multiple projects simultaneously in a fast-paced tech environment. Collaborate with cross-functional global teams to deliver scalable learning content that is timely and aligned with evolving product offerings and business priorities. Own the end-to-end instructional design process for customer-facing training – including needs analysis, content design and development, quality review, publish, and ongoing optimization. Innovate and help drive customer-centric design approaches within the team across a variety of learning formats – including video, in-app microlearning, eLearning, certifications, webinar design, and more. Champion the integration of AI and emerging technologies to enhance customer learning experiences and drive workflow efficiencies within the team. Elevate our Voice of the Customer by aligning customer feedback and data with ongoing enhancements to our customer training content.","bachelor's's degree in Instructional Design, Learning Experience Design, Learning Technologies, or a related field. 5+ years of experience in instructional design, including 2+ years leading projects within a tech-forward environment. Excellent project management, organizational skills, and attention to detail – able to set priorities, proactively manage timelines, and bring projects from concept to delivery with minimal supervision. Experience working collaboratively with stakeholders across cross-functional, global teams. Skilled in designing and implementing engaging, on-brand, scalable learning experiences—such as microlearning, personalized pathways, or just-in-time performance support—tailored to digital SaaS audiences. Strong communicator, with the ability to distill technical or complex concepts into easy-to-understand, actionable learning. Expertise in instructional methodologies and a range of learning technologies (such as Articulate, Adobe Creative Cloud, Camtasia, AI authoring tools, LMS platforms, in-app engagement software, learning analytics, etc.). Ability to synthesize data and learner feedback for continuous program improvement. Passion for Learning & Development and shaping the future of customer learning with innovative AI and technology solutions.","bachelor's's degree in Instructional Design, Learning Experience Design, Learning Technologies, or a related field. 5+ years of experience in instructional design, including 2+ years leading projects within a tech-forward environment.","","olmo","0.0","","","","","","","False","0.0",""
"27","Oracle","Instructional Designer, Developer Enablement","Our mission is to empower Oracle  technical talent—from new hires to seasoned developers—by providing engaging, learner-focused skilling coursework and experiences. We deliver programs that accelerate competency in Oracle Cloud infrastructure, platforms, and proprietary internal tools critical to developer success. Our team of creators partner closely with engineering and product leaders to identify and address developer pain points, creating innovative, scalable learning solutions that drive productivity, enhance performance, and support career progression across Oracle  technology stack.","Partner with engineering, product, and developer experience teams to assess learning needs and job tasks. Design learner-centric coursework (e.g., eLearning modules, documentation, hands-on labs, video walkthroughs, and tutorials) for technical topics including Oracle Cloud, APIs, development tools, CI/CD, security best practices, and more. Develop and curate practical, role-based programs that support onboarding, skill progression, and in-role performance acceleration for developers. Apply instructional design models (ADDIE, SAM, etc.) and adult learning principles to create scalable, engaging content. Leverage data and learner feedback to evaluate training effectiveness and iterate learning assets for continuous improvement. Stay up-to-date with Oracle and cloud technology trends to keep content current and relevant. Innovate how technical learning experiences are delivered, utilizing modern platforms and interactive techniques.","Proven instructional design experience, preferably focused on technical or developer education. Demonstrated ability to rapidly acquire knowledge of complex technical systems, tools, and workflows (ideally with cloud technologies, APIs, or software development lifecycle). Excellent verbal and written communication skills: ability to translate intricate technical information into clear, concise, and engaging learning materials. Familiarity with eLearning and content authoring tools (e.g., Articulate, Storyline, Camtasia, Oracle Learning Platform, etc.). Familiarity with using AI to create learning assets. Experience collaborating with subject matter experts, engineers, and cross-functional teams in a fast-paced environment.","bachelor's  degree in Instructional Design, Education, Computer Science, or a related technical field (or equivalent practical experience). 6 to 10+ years of experience.","$74,800 to $178,100 per annum. May be eligible for bonus and equity.","olmo","0.0","","","","","","","False","0.0",""
"28","xAI","AI Tutor","xAI  mission is to create AI systems that can accurately understand the universe and aid humanity in its pursuit of knowledge. Our team is small, highly motivated, and focused on engineering excellence. This organization is for individuals who appreciate challenging themselves and thrive on curiosity. We operate with a flat organizational structure. All employees are expected to be hands-on and to contribute directly to the company  mission. Leadership is given to those who show initiative and consistently deliver excellence. Work ethic and strong prioritization skills are important. All engineers and researchers are expected to have strong communication skills. They should be able to concisely and accurately share knowledge with their teammates. The AI Tutor role is a remote, full-time, temporary position expected to last approximately 6 months (with potential for extension based on project goals and business needs). AI Tutors teach our AI models about how people interact and react, as well as about how people approach issues and discussions. To accomplish this, AI Tutors will actively participate in gathering or providing data, such as text, voice, and video data, sometimes providing annotations, recording audio, or participating in video sessions. We seek individuals who are comfortable and eager to engage in these activities as a fundamental part of the role, ensuring a strong alignment with xAI  goals and objectives to innovate.","Use proprietary software applications to provide input/labels on defined projects. Support and ensure the delivery of high-quality curated data. Play a pivotal role in supporting and contributing to the training of new tasks, working closely with the technical staff to ensure the successful development and implementation of cutting-edge initiatives/technologies. Interact with the technical staff to help improve the design of efficient annotation tools. Engage in diverse writing assignments to refine generative AI models.","Proficiency in reading and writing, both in informal and professional English. Strong research skills, and the ability to navigate various information resources, databases, and online resources are essential. You display outstanding communication, interpersonal, analytical, and organizational capabilities. Solid reading comprehension skills combined with capacity to exercise autonomous judgment even when presented with limited data/material. You have a strong passion for and commitment to technological advancements and innovation.","Proficiency in reading and writing, both in informal and professional English. Strong research skills, and the ability to navigate various information resources, databases, and online resources are essential. You display outstanding communication, interpersonal, analytical, and organizational capabilities. Solid reading comprehension skills combined with capacity to exercise autonomous judgment even when presented with limited data/material. You have a strong passion for and commitment to technological advancements and innovation. Preferred: Proficiency in reading and writing in Korean, Vietnamese, Chinese, German, Russian, Italian, French, Arabic, Indonesian, Turkish, Hindi, Persian, Spanish, and/or Portuguese. You possess experience in technical writing, journalism, or a professional writing setting.","$35-$65 per hour","olmo","0.0","","","","","","","False","0.0",""
"29","Chan Zuckerberg Initiative","Machine Learning Engineer, Education","At Learning Commons, we pair technology with grantmaking to scale proven teaching and learning practices to benefit every learner. We aim to translate what learning science tells us about how students learn best into classroom practice. With the advent of generative AI, that translation work can be accelerated and scaled to have a greater impact. Our mission is to bring learning science into the tools used every day by teachers and students, ensuring that technology reflects the realities of classrooms and strengthens teaching and learning. In today  fragmented edtech landscape, school districts are often left piecing together products that don’t always align with curricula or instructional needs. While AI holds enormous potential to support educators, it can only deliver on that promise when grounded in research, high-quality educational data, and expert evaluation. That  why we’re building open, public-purpose infrastructure — datasets, rubrics, and resources — that help raise the standard for educational tools and create more consistent, impactful learning experiences for all students and teachers. At our core, we are builders, and our unique builder philanthropy approach is what sets us apart from other education funders. Take a closer look at the highlights and significant milestones of CZI  first eight years of education work. Educators are already using AI-based tools in various ways—including generating lesson plans, creating classroom materials such as tests and assignments, and helping differentiate instruction for students. We are inspired and excited about the possibilities and promise of AI to accelerate the availability of research-backed practices at scale. We are actively and thoughtfully exploring how to incorporate AI into products in close partnership with researchers, experts, and educators. As a Machine Learning Engineer on the AI/ML team, you will play a crucial role in translating cutting-edge AI research and exploration into tangible tools and capabilities. You'll work on applying and scaling machine learning models to address specific educational challenges. You’ll have the opportunity to own significant features and contribute to the design of robust, scalable ML systems.","Assist in design, develop, and deploy machine learning models and systems to address key educational use cases, taking ownership of specific features or small projects. Contribute to implementation and optimize techniques such as fine-tuning, Retrieval Augmented Generation (RAG), and other deep learning methods for applications in the education domain. Partner closely with tech lead, product managers, data scientists, staff engineers, and expert partners to understand requirements, iterate on solutions, and deliver impactful AI-driven features. Stay current with new developments in AI/ML research and identify opportunities for their practical application within the team's projects. Write robust, well-tested, and maintainable code, and participate actively in code and design reviews.","Typically, a minimum of 2 years of relevant industry experience in developing and applying machine learning methods. Experience building, training, and deploying AI/ML models, with a good understanding of deep learning methods. Expert in programming languages commonly used in ML (e.g., Python) and familiarity with relevant ML frameworks and libraries. Experience in translating ML research or prototypes into functional software and features.","Typically, a minimum of 2 years of relevant post grad industry experience in ML Engineering. Experience building, training, and deploying AI/ML models, with a good understanding of deep learning methods. Expert in programming languages commonly used in ML (e.g., Python) and familiarity with relevant ML frameworks and libraries. Experience in translating ML research or prototypes into functional software and features.","$169,000 - $264,000","olmo","0.0","","","","","","","False","0.0",""
"30","Workato","Product Research Engineer, Education Labs","As a Product Research Engineer on the Education Labs team, you'll join a small, mission-driven team with significant autonomy, focused on studying the impacts of AI on education and leveraging learning principles to improve our AI products. You'll combine technical prototyping, research, and product thinking to help millions of users learn more effectively with Claude.","Design and build prototypes for new learning-oriented product features that enhance user experience and capabilities. Conduct empirical research on how users learn with and through AI, using both quantitative metrics and qualitative methods. Collaborate closely with product, design, and engineering teams to translate learning science insights into shipped features. Analyze product metrics and user behavior to understand learning patterns and identify opportunities for improvement. Partner with the Societal Impacts team to study how AI affects education and human learning more broadly. Write clear research and product docs and present findings to stakeholders across the organization. As you grow in the role, potentially take on expanded responsibilities including strategy setting, project prioritization, and mentoring.","Technical expertise, Experience in a technical role, with strong web development skills (JavaScript, React, HTML/CSS), Experience with Python and data analysis for research purposes, Demonstrated ability to rapidly prototype and iterate on product ideas, Education focus, Background or strong interest in education, learning science, or edtech, A well-developed point of view on how AI should enhance human learning and agency, Team collaboration, Experience working cross-functionally with product managers, designers, and engineers, Strong communication skills and ability to translate complex ideas for diverse audiences, Comfort with ambiguity and ability to define direction for exploratory projects","Education requirements: We require at least a bachelor's's degree in a related field or equivalent experience. Location-based hybrid policy: Currently, we expect all staff to be in one of our offices at least 25% of the time. However, some roles may require more time in our offices. Visa sponsorship: We do sponsor visas! However, we aren't able to successfully sponsor visas for every role and every candidate. But if we make you an offer, we will make every reasonable effort to get you a visa, and we retain an immigration lawyer to help with this.","$300,000 - $405,000 USD per year","olmo","0.0","","","","","","","False","0.0",""
"31","Trident Technical College","Technical Instructor","We are looking for an exceptional Technical Instructor/Trainer, iPaaS to join the Education and Training team. In this role, you will work closely with cross-functional teams to deliver high-impact instructor-led training—both virtually and in-person—for customers, partners, and internal teams. You will help people gain the skills and confidence to succeed with our platform by delivering engaging learning experiences.","Education Program Development: Contribute to the design and development of training materials such as presentations, hands-on labs, and supporting documentation. Deliver engaging training modules via Workato Academy, covering platform setup, configuration, integration, and troubleshooting. Collaborate with instructional designers and subject matter experts to ensure training content is clear, accurate, and aligned to program goals. Training Delivery: Lead in-person and virtual training sessions for customers, partners, and internal teams. Provide live demonstrations, guided labs, and practical exercises to reinforce learning. Adjust delivery methods to support different learning styles and technical backgrounds. Certification & Assessment: Assist in the development and delivery of certification exams and assessments. Support the maintenance and updating of certification content to reflect product changes and new features. Technical Support During Training: Provide guidance and assistance to training participants during sessions. Help troubleshoot and resolve technical issues related to the Workato platform in the context of training. Continuous Improvement: Regularly update training materials to stay aligned with product updates and evolving best practices. Gather and act on feedback from participants to continuously improve training content and delivery. Stay current with trends in iPaaS and integration technologies to ensure training remains relevant.","3 to 5 years of experience in one or more of the following roles at a SaaS/iPaaS company: Technical instruction or training delivery, Solutions engineering, consulting, or professional services. Hands-on experience with iPaaS platforms such as MuleSoft, Dell Boomi, Informatica, or similar. Solid understanding of integration concepts, APIs, web services, and data transformation. bachelor's  degree in Computer Science, Information Technology, or related field (or equivalent experience). Demonstrated experience delivering technical training or enablement programs, ideally in SaaS or cloud integration. Excellent communication and presentation skills with the ability to explain technical concepts clearly. Problem-solving skills and comfort with troubleshooting during training. Ability to work independently as well as in a collaborative team environment. Relevant certifications in iPaaS or related technologies are a plus.","3–5 years of experience in one or more of the following roles at a SaaS/iPaaS company: Technical instruction or training delivery, Solutions engineering, consulting, or professional services. bachelor's  degree in Computer Science, Information Technology, or related field (or equivalent experience). Demonstrated experience delivering technical training or enablement programs, ideally in SaaS or cloud integration.","","olmo","0.0","","","","","","","False","0.0",""
"32","Landing AI","Information Systems Instructor","Trident Technical College is seeking Information Systems Instructors to teach basic programming and database courses using effective teaching strategies.","Developing and maintaining course materials, recommending and designing new programs, maintaining office hours, participating in professional development and college activities, supporting student retention and graduate placement, advising students, assisting with registration, serving on committees, and supporting departmental administration. Teaching assignments may be located on any campus or conducted via distance learning, including weekends, in online and virtual formats.","","This position requires a  master's  degree in Computer Science/Information Technology or a closely related field to include a minimum of 18 graduate hours in Computer Science/Information Technology. Related  master's  degrees include Computer Science, Software Development, Software Engineering, and/or Artificial Intelligence. The preferred candidate will meet ACBSP guidelines and have a minimum of (3) three years of progressively working/teaching experience in higher education and at least three (3) years of work experience in a related field. Ideal candidate will have working knowledge in multiple object-oriented programming languages (Java, C++, C#, Python, etc.) and web development technologies (HTML, CSS, Javascript, PHP, SQL, etc.). Proficient in modern business office applications and instructional techniques and methodologies.","$80,000.00 Annually","olmo","0.0","","","","","","","False","0.0",""
"33","Parsec Education Inc","Senior Human-AI Collaboration Research Engineer","Anthropic's Education Labs team is seeking a Senior Human-AI Collaboration Research Engineer to explore how AI transforms human capability development and build new product paradigms. This role involves operating with research-level autonomy while shipping features to millions of users, sitting at the intersection of research and product execution. The engineer will define technical direction, prototype new ideas, and build experiences that make users more capable and thoughtful, focusing on skill development with AI.","Build and ship features for user skill development with AI. Architect and implement full-stack prototypes (front-end and back-end). Define technical direction and quality standards for product work. Collaborate with researchers to translate insights into product experiences. Analyze product data and user behavior using quantitative and qualitative methods. Document and share work through technical writing, prototypes, and presentations. Elevate team craft through thoughtful code reviews and knowledge sharing. Influence research priorities and team strategy through technical leadership.","Strong full-stack engineering experience, 6+ years building and shipping web products, with deep expertise across the stack. Strong front-end skills: TypeScript/JavaScript, React, HTML/CSS, with an eye for clean, intuitive interface design. Solid back-end and data pipeline experience: Python, API design, data analysis infrastructure. Track record of independently driving features from prototype to production quality. Comfort working as a technical 'one-person shop' with full ownership. Deep conviction about human capability and agency. Strong perspective on how technology should enhance human capabilities rather than diminish them. Experience or genuine passion for skill development, human-computer interaction, developer tools, or products that help people become more capable.","Education requirements: We require at least a bachelor's's degree in a related field or equivalent experience. 6+ years of full-stack engineering experience. Strong front-end skills: TypeScript/JavaScript, React, HTML/CSS. Solid back-end and data pipeline experience: Python, API design, data analysis infrastructure.","$320,000 - $405,000 per year","olmo","0.0","","","","","","","False","0.0",""
"34","RA capital","Software Engineer, Google Research, AI/ML Education","As a Software Engineer on the team, you will take end-to-end ownership of developing novel educational experiences, from conceptualization to implementation to launch. Google Research is building the next generation of intelligent systems for all Google products. To achieve this, we’re working on projects that utilize the latest computer science techniques developed by skilled software developers and research scientists. Google Research teams collaborate closely with other teams across Google, maintain versatility required to adapt new projects and foci that meet the demands of the world's fast-paced business needs.","Develop in-house Artificial Intelligence or Machine Learning (AI/ML) technologies including developing data sets, conducting evaluations and experiments, and making model improvements. Work closely with other research groups within and outside Google on collaborative research efforts. Work cross-functionally with product managers, User Experience (UX), program managers to identify research areas and deliver ML solutions. Develop infrastructure needed to support model development and serving.","5 years of experience programming in Python, 3 years of experience testing, maintaining, or launching software products, and 1 year of experience with software design and architecture, Experience developing accessible technologies, Experience in a technical leadership role","Minimum qualifications: bachelor's's degree in Computer Science or a related technical field, or equivalent practical experience. Preferred qualifications:  master's's degree or PhD in Computer Science or a related technical field, Experience developing accessible technologies, Experience in a technical leadership role","$166,000-$244,000 + bonus + equity + benefits","olmo","0.0","","","","","","","False","0.0",""
"35","Google","Sr. Instructor","In this position, you will use your teaching skills and GIS knowledge to empower our customers with our innovative GIS software. As an Esri Instructor, you will create a dynamic learning environment through hands-on training, interactive instructions, and engaging activities. You will partner with organizations to expand the use of ArcGIS maps and applications across their organizations and communicate the strategic impact of GIS programs.","Grow user skills. Develop and deliver training programs through various formats and methods including in-person, virtual and hybrid offerings, to enhance users' proficiency in ArcGIS software both domestically and internationally. Identify and address skill gaps through targeted training sessions and workshops. Provide ongoing support and guidance to users, answering their questions and helping them overcome challenges. Stay updated on the latest GIS trends and technologies to ensure the training content remains relevant and up to date. Ensure sustainable GIS workflows. Collaborate with customers to understand their business processes and requirements. Provide guidance and training on best practices for designing and implementing sustainable GIS workflows. Deliver workshops and training sessions to educate customers on sustainable GIS workflows. Support customers in overcoming challenges and addressing any skill gaps related to workflow sustainability. Expand the use of ArcGIS. Actively promote the adoption of ArcGIS across customer groups. Identify potential use cases for ArcGIS in various business processes and demonstrate its value through facilitation. Develop and deliver training workshops and sessions to showcase the capabilities of ArcGIS. Collaborate with stakeholders to understand their needs and customize ArcGIS solutions to meet their needs. Communicate the impact of GIS. Develop compelling narratives and visualizations to effectively communicate the impact of GIS. Collaborate with Content Development and Creation teams to create engaging content, such as case studies and success stories. Present the value of GIS to customers. Stay informed about industry trends and research to provide insights on the broader impact of GIS in various domains.","Ability to handle multiple responsibilities while prioritizing student needs, Strong listening skills and the ability to incorporate feedback to continuously improve instructional delivery and course materials, Proven ability to collaborate with multiple cross-functional teams, Excellent verbal and written communications skills, Familiarity with web-based meeting tools, Completion of an Esri technical certification and facilitation certification, Demonstrated technical writing ability","5+ years of professional experience leveraging Esri's software capabilities with an emphasis on ArcGIS Desktop and/or ArcGIS Pro, with 2 years of professional experience in classroom facilitation and instructional delivery, bachelor's's degree in Geography, Geographic Information Systems (GIS), Computer Science, Physical Sciences, Engineering, Information Science or related field","$72,800-$109,200 USD","olmo","0.0","","","","","","","False","0.0",""
"36","Esri","Staff Developer Advocate Education Manager","Are you a technical leader with a passion for data and AI education, a proven track record of managing and significantly growing educational programs, and experience driving engagement with students and providing career benefits within academic settings? As a Databricks Developer Advocate EDU Manager, you will own the Databricks University program (databricks.com/university), driving its growth to double its size and leading new innovations. You'll be a crucial link between our engineering teams and the broad community of data professionals, particularly within academic settings, by ensuring the Databricks University program offers compelling learning pathways and career opportunities. Your technical understanding will enable you to effectively oversee the creation of high-quality, relevant educational content and program initiatives. This role will leverage your strong program management skills and understanding of the technical landscape to educate, inspire, and support our growing user base within academia and beyond. It will also build on your strong reputation within educational communities and relationships with academic institutions.","Manage the program's operations, create new initiatives to drive student engagement, and develop innovative pathways that offer tangible career benefits. Guide the creation of informative blogs, video content, and comprehensive courseware. Foster a thriving Databricks community within academia. Collaborate with the Databricks community and the product team, ensuring that user needs and product development align seamlessly, with a particular focus on the unique requirements of educational users. Create and manage developer-focused education programs to foster engagement and ensure a positive developer experience for data practitioners. Gather and analyze feedback from the education community to drive continuous improvement of Databricks products and services, with a focus on educational use cases. Develop and replicate proven advocacy approaches across the team, enhancing the technical skills of the immediate or extended team through mentorship.","7+ years of experience managing and growing an education program and team, and owning large-scale educational programs like the Databricks University Alliance program. Experience in a technical role such as a software developer, product management, solutions architect, or similar profession, with a strong understanding of data and AI concepts. Passion for building strong teams and team members. Proven track record in nurturing developer communities, organizing user groups, and facilitating global meetups. Strong communication skills, with experience in teaching or facilitating discussions around complex technical topics. Deep empathy for developer needs, with the ability to craft engaging experiences. Adept at collaborating with cross-functional stakeholders to align community initiatives with product objectives. Experience working with universities and academic institutions to integrate technology into the curriculum and research.","7+ years of experience managing and growing an education program and team, and owning large-scale educational programs like the Databricks University Alliance program. Experience in a technical role such as a software developer, product management, solutions architect, or similar profession, with a strong understanding of data and AI concepts.","$151,500—$232,400 USD","olmo","0.0","","","","","","","False","0.0",""
"37","Databricks","Staff Instructional Designer","Join Intuit Academy, part of the Intuit Expert Network Learning & Development (E&LD) team. Our mission is to power prosperity by enabling our experts to be successful through world-class learning experiences. We are looking for a Staff Instructional Designer to bring innovation, AI curiosity, and instructional design excellence to help shape the future of learning for our expert network.","Lead the end-to-end instructional design lifecycle: scoping, analysis, design, development, implementation, and evaluation. Collaborate within Scrum teams to deliver training solutions aligned with business goals. Design and develop instructional materials across multiple modalities (tutorials, simulations, assessments, guides, video, audio, etc.). Apply AI-enabled tools to innovate and accelerate learning development while ensuring high instructional quality. Establish design and measurement standards to evaluate effectiveness and impact. Coach and mentor other instructional designers, building team capability. Act as the voice of the learner, ensuring content is intuitive, relevant, and impactful.","Experience working in a Scrum environment (or similar Agile frameworks), Advanced proficiency with industry-standard instructional design tools (Articulate Storyline, Rise, Camtasia, Vyond, Adobe Premiere, Photoshop, Audacity, etc.), Strong communication skills — able to simplify complex concepts and make technical content approachable, Project management and time management skills — able to prioritize, manage multiple projects, and deliver in fast-paced environments, Demonstrated ability to coach and mentor other instructional designers, Emerging AI tools such as Synthesia, Google Vids, Google ML Notebook, and Uplimit (ASSI)","6+ years of experience applying adult learning theory and instructional design strategies to drive measurable performance outcomes, Learning & development experience required — proven ability to design and deliver training in enterprise environments, Portfolio required — candidates must present a portfolio showcasing instructional design work,  master's  degree in Instructional Design or related field strongly preferred, bachelor's  degree is a nice-to-have, but not required with equivalent experience","Competitive compensation package with a strong pay for performance rewards approach. This position will be eligible for a cash bonus, equity rewards and benefits, in accordance with our applicable plans and programs. The expected base pay range for this position is: ","olmo","0.0","","","","","","","False","0.0",""
"38","Intuit","Teaching and Learning Expert - AI Tutor","Join our dynamic team as a Teaching and Learning Expert - AI Tutor and contribute to the advancement of GenAI models. Our goal is to equip AI with the capability to handle specialized questions and demonstrate complex reasoning skills. You will have the opportunity to work on innovative projects, pushing the boundaries of AI education and learning.","Generate probing prompts that challenge AI models to think critically. Define comprehensive and robust scoring criteria to assess the AI  responses. Utilize domain-specific expertise to correct and enhance AI-generated answers. Collaborate with our team to develop cutting-edge AI tutoring strategies. Stay updated with the latest trends in pedagogical frameworks and AI technology. Create engaging and personalized educational content incorporating gamification and motivational techniques. Adapt quickly to new methods and switch seamlessly between tasks.","Pedagogy, Instructional Design, Content Evaluation & Feedback","No explicit qualifications mentioned","No salary information available","olmo","0.0","","","","","","","False","0.0",""
"39","micro1","Coordinator, Computer Science and Artificial Intelligence","Collaborates to assess and develop long-range plans for the implementation of the Computer Science graduation requirement including best practices for instructional delivery and student performance relevant to Computer Science across all grade levels, K-12. Communicates with institutions of higher education teacher preparation programs to ensure alignment of programs with current K-12 Computer Science standards.","1. Collaborates to assess and develop long-range plans for the implementation of the Computer Science graduation requirement including best practices for instructional delivery and student performance relevant to Computer Science across all grade levels, K-12. 2. Communicates with institutions of higher education teacher preparation programs to ensure alignment of programs with current K-12 Computer Science standards. 3. Creates long- and short-term plans to deliver professional learning in Computer Science, AI integration for educators, appropriate technology integration, and AI Guidance for K-12 teachers and administrators. 4. Works as part of a team to collaborate with local education agencies to provide related professional learning in Computer Science and AI for K-12 educators. 5. Provides leadership in the development and curation of digital resources to support K-12 teachers of Computer Science and Artificial Intelligence for all educators. 6. Promotes the professional growth of K-12 Computer Science and AI integration for educators related to: research, content knowledge, pedagogical practice, classroom management, data analysis and application, and emerging technologies. 7. Disseminates best practices, innovations, and research related to Computer Science and AI as it becomes available to relevant stakeholders across K-12 settings. 8. Works collaboratively with coordinators in the Office of PK-12 Academic Support and other WVDE offices to support initiatives related to school improvement and student achievement in Computer Science and AI. 9. Performs other assignments as deemed appropriate and necessary by the State Board of Education, Deputy Superintendent, and the State Superintendent of Schools.","","1.  master's  degree in education or related field with a valid professional teaching certificate. 2. A minimum of 5 years of successful teaching experience. 3. Extensive experience with computer science instruction and artificial intelligence integration.","$86,399 - $93,399 plus competitive benefits package (approximately 35% of direct compensation)","olmo","0.0","","","","","","","False","0.0",""
